result_id,split,family,mode,evaluator,training_seed,channel,c,snr_db,source_summary,model_checkpoint,model_checkpoint_sha256,evaluator_checkpoint,evaluator_checkpoint_sha256,evaluation_script
test_exact_topk_random_topk_tsn_seed43_AWGN_c8_snr13,test,exact_topk,random_topk,tsn,43,AWGN,8,13.0,out_official_test_sweep_locked/topk/seed43/tsn/TATopKMatched_test_AWGN_c8_snr13_seed1042/summary.json,out_topk50_selector_trained_c8_snr13_seed43/checkpoints/TAVideoJSCC_AWGN_c8_snr13.0_ratio0.1667_topk0.50_joint25ep_lt0.001_lr1.0_lrate0.0_16h10m50s_on_Sep_05_2026/best.pt,78fa4b7e3e56c89b45d3a2180c47d5f2831656a534a04e84be55c91abf597ef7,downstream/action_recognition/weights/tsn_ucf101_head_locked_split_best.pt,7abeaacbb81a832bed1b7854ba93d3372d8060ed2e19811e2ce3fe1cc4d6e4c6,run_official_test_sweep.py
test_exact_topk_uniform_topk_tsn_seed43_AWGN_c8_snr13,test,exact_topk,uniform_topk,tsn,43,AWGN,8,13.0,out_official_test_sweep_locked/topk/seed43/tsn/TATopKMatched_test_AWGN_c8_snr13_seed1042/summary.json,out_topk50_selector_trained_c8_snr13_seed43/checkpoints/TAVideoJSCC_AWGN_c8_snr13.0_ratio0.1667_topk0.50_joint25ep_lt0.001_lr1.0_lrate0.0_16h10m50s_on_Sep_05_2026/best.pt,78fa4b7e3e56c89b45d3a2180c47d5f2831656a534a04e84be55c91abf597ef7,downstream/action_recognition/weights/tsn_ucf101_head_locked_split_best.pt,7abeaacbb81a832bed1b7854ba93d3372d8060ed2e19811e2ce3fe1cc4d6e4c6,run_official_test_sweep.py
test_exact_topk_learned_topk_r2plus1d_seed44_AWGN_c8_snr13,test,exact_topk,learned_topk,r2plus1d,44,AWGN,8,13.0,out_official_test_sweep_locked/topk/seed44/r2plus1d/TATopKMatched_test_AWGN_c8_snr13_seed1042/summary.json,out_topk50_selector_trained_c8_snr13_seed44/checkpoints/TAVideoJSCC_AWGN_c8_snr13.0_ratio0.1667_topk0.50_joint25ep_lt0.001_lr1.0_lrate0.0_17h21m11s_on_Sep_05_2026/best.pt,61e3b17835b408b97f5908c0629687175cf592a39e652ca7d0b8ecfe29e34410,downstream/action_recognition/weights/r2plus1d_ucf101_layer4_locked_split_best.pt,5d626c4c7d7e7875151d2a947e7005ab29d30ab0b861991bfe91ac97c189deac,run_official_test_sweep.py
test_exact_topk_random_topk_r2plus1d_seed44_AWGN_c8_snr13,test,exact_topk,random_topk,r2plus1d,44,AWGN,8,13.0,out_official_test_sweep_locked/topk/seed44/r2plus1d/TATopKMatched_test_AWGN_c8_snr13_seed1042/summary.json,out_topk50_selector_trained_c8_snr13_seed44/checkpoints/TAVideoJSCC_AWGN_c8_snr13.0_ratio0.1667_topk0.50_joint25ep_lt0.001_lr1.0_lrate0.0_17h21m11s_on_Sep_05_2026/best.pt,61e3b17835b408b97f5908c0629687175cf592a39e652ca7d0b8ecfe29e34410,downstream/action_recognition/weights/r2plus1d_ucf101_layer4_locked_split_best.pt,5d626c4c7d7e7875151d2a947e7005ab29d30ab0b861991bfe91ac97c189deac,run_official_test_sweep.py
test_exact_topk_uniform_topk_r2plus1d_seed44_AWGN_c8_snr13,test,exact_topk,uniform_topk,r2plus1d,44,AWGN,8,13.0,out_official_test_sweep_locked/topk/seed44/r2plus1d/TATopKMatched_test_AWGN_c8_snr13_seed1042/summary.json,out_topk50_selector_trained_c8_snr13_seed44/checkpoints/TAVideoJSCC_AWGN_c8_snr13.0_ratio0.1667_topk0.50_joint25ep_lt0.001_lr1.0_lrate0.0_17h21m11s_on_Sep_05_2026/best.pt,61e3b17835b408b97f5908c0629687175cf592a39e652ca7d0b8ecfe29e34410,downstream/action_recognition/weights/r2plus1d_ucf101_layer4_locked_split_best.pt,5d626c4c7d7e7875151d2a947e7005ab29d30ab0b861991bfe91ac97c189deac,run_official_test_sweep.py
test_exact_topk_learned_topk_tsn_seed44_AWGN_c8_snr13,test,exact_topk,learned_topk,tsn,44,AWGN,8,13.0,out_official_test_sweep_locked/topk/seed44/tsn/TATopKMatched_test_AWGN_c8_snr13_seed1042/summary.json,out_topk50_selector_trained_c8_snr13_seed44/checkpoints/TAVideoJSCC_AWGN_c8_snr13.0_ratio0.1667_topk0.50_joint25ep_lt0.001_lr1.0_lrate0.0_17h21m11s_on_Sep_05_2026/best.pt,61e3b17835b408b97f5908c0629687175cf592a39e652ca7d0b8ecfe29e34410,downstream/action_recognition/weights/tsn_ucf101_head_locked_split_best.pt,7abeaacbb81a832bed1b7854ba93d3372d8060ed2e19811e2ce3fe1cc4d6e4c6,run_official_test_sweep.py
test_exact_topk_random_topk_tsn_seed44_AWGN_c8_snr13,test,exact_topk,random_topk,tsn,44,AWGN,8,13.0,out_official_test_sweep_locked/topk/seed44/tsn/TATopKMatched_test_AWGN_c8_snr13_seed1042/summary.json,out_topk50_selector_trained_c8_snr13_seed44/checkpoints/TAVideoJSCC_AWGN_c8_snr13.0_ratio0.1667_topk0.50_joint25ep_lt0.001_lr1.0_lrate0.0_17h21m11s_on_Sep_05_2026/best.pt,61e3b17835b408b97f5908c0629687175cf592a39e652ca7d0b8ecfe29e34410,downstream/action_recognition/weights/tsn_ucf101_head_locked_split_best.pt,7abeaacbb81a832bed1b7854ba93d3372d8060ed2e19811e2ce3fe1cc4d6e4c6,run_official_test_sweep.py
test_exact_topk_uniform_topk_tsn_seed44_AWGN_c8_snr13,test,exact_topk,uniform_topk,tsn,44,AWGN,8,13.0,out_official_test_sweep_locked/topk/seed44/tsn/TATopKMatched_test_AWGN_c8_snr13_seed1042/summary.json,out_topk50_selector_trained_c8_snr13_seed44/checkpoints/TAVideoJSCC_AWGN_c8_snr13.0_ratio0.1667_topk0.50_joint25ep_lt0.001_lr1.0_lrate0.0_17h21m11s_on_Sep_05_2026/best.pt,61e3b17835b408b97f5908c0629687175cf592a39e652ca7d0b8ecfe29e34410,downstream/action_recognition/weights/tsn_ucf101_head_locked_split_best.pt,7abeaacbb81a832bed1b7854ba93d3372d8060ed2e19811e2ce3fe1cc4d6e4c6,run_official_test_sweep.py
test_fine_tune_only_c8_no_selection_r2plus1d_seed42_AWGN_c8_snr13,test,fine_tune_only_c8,no_selection,r2plus1d,42,AWGN,8,13.0,out_official_test_correction_finetune_c8_primary/fine_tune_only_no_selector_test_AWGN_c8_snr13_channel_seed1042/summary.json,out_videojscc_no_selector_c8_snr13/checkpoints/VideoJSCCNoSelector_AWGN_c8_snr13.0_ratio0.1667_joint25ep_lt0.001_lr1.0_19h54m19s_on_Sep_01_2026/best_joint_loss.pt,37165118907438faf1672a0a2f88bdbdeb553e1162544a678307337447ae0ec8,downstream/action_recognition/weights/r2plus1d_ucf101_layer4_locked_split_best.pt,5d626c4c7d7e7875151d2a947e7005ab29d30ab0b861991bfe91ac97c189deac,eval_locked_controls.py
test_fine_tune_only_c8_no_selection_tsn_seed42_AWGN_c8_snr13,test,fine_tune_only_c8,no_selection,tsn,42,AWGN,8,13.0,out_official_test_correction_finetune_c8_primary/fine_tune_only_no_selector_test_AWGN_c8_snr13_channel_seed1042/summary.json,out_videojscc_no_selector_c8_snr13/checkpoints/VideoJSCCNoSelector_AWGN_c8_snr13.0_ratio0.1667_joint25ep_lt0.001_lr1.0_19h54m19s_on_Sep_01_2026/best_joint_loss.pt,37165118907438faf1672a0a2f88bdbdeb553e1162544a678307337447ae0ec8,downstream/action_recognition/weights/tsn_ucf101_head_locked_split_best.pt,7abeaacbb81a832bed1b7854ba93d3372d8060ed2e19811e2ce3fe1cc4d6e4c6,eval_locked_controls.py
test_reconstruction_only_c4_no_selection_r2plus1d_seed42_AWGN_c4_snr1,test,reconstruction_only_c4,no_selection,r2plus1d,42,AWGN,4,1.0,out_official_test_sweep_locked/baselines/native_c4_no_selection_test_AWGN_c4_snr1_channel_seed1042/summary.json,out_video_clean/VideoJSCC_AWGN_c4_snr1_ratio0.0833_seed42/checkpoints/best.pt,98f8167a718abcfe73b3b6d2a9bedbb8ceee5674d1cd8b7a7c54f6a4d62ab544,downstream/action_recognition/weights/r2plus1d_ucf101_layer4_locked_split_best.pt,5d626c4c7d7e7875151d2a947e7005ab29d30ab0b861991bfe91ac97c189deac,run_official_test_sweep.py
test_reconstruction_only_c4_no_selection_r2plus1d_seed42_AWGN_c4_snr4,test,reconstruction_only_c4,no_selection,r2plus1d,42,AWGN,4,4.0,out_official_test_sweep_locked/baselines/native_c4_no_selection_test_AWGN_c4_snr4_channel_seed1042/summary.json,out_video_clean/VideoJSCC_AWGN_c4_snr4_ratio0.0833_seed42/checkpoints/best.pt,c9bb75f67b70332b9bf4af50ca2c308af0c09fb38fa3c291375ad50ea94bc4d5,downstream/action_recognition/weights/r2plus1d_ucf101_layer4_locked_split_best.pt,5d626c4c7d7e7875151d2a947e7005ab29d30ab0b861991bfe91ac97c189deac,run_official_test_sweep.py
test_reconstruction_only_c4_no_selection_r2plus1d_seed42_AWGN_c4_snr7,test,reconstruction_only_c4,no_selection,r2plus1d,42,AWGN,4,7.0,out_official_test_sweep_locked/baselines/native_c4_no_selection_test_AWGN_c4_snr7_channel_seed1042/summary.json,out_video_clean/VideoJSCC_AWGN_c4_snr7_ratio0.0833_seed42/checkpoints/best.pt,044578ee19a24a93a24cc37d124c6ac3122dd8eadc31218b9f6542651f4266a0,downstream/action_recognition/weights/r2plus1d_ucf101_layer4_locked_split_best.pt,5d626c4c7d7e7875151d2a947e7005ab29d30ab0b861991bfe91ac97c189deac,run_official_test_sweep.py
test_reconstruction_only_c4_no_selection_r2plus1d_seed42_AWGN_c4_snr13,test,reconstruction_only_c4,no_selection,r2plus1d,42,AWGN,4,13.0,out_official_test_sweep_locked/baselines/native_c4_no_selection_test_AWGN_c4_snr13_channel_seed1042/summary.json,out_video_clean/VideoJSCC_AWGN_c4_snr13_ratio0.0833_seed42/checkpoints/best.pt,c18be12882f40b9c262c6c3324cca00dabf550a42cb1c18ddc92973177b09f50,downstream/action_recognition/weights/r2plus1d_ucf101_layer4_locked_split_best.pt,5d626c4c7d7e7875151d2a947e7005ab29d30ab0b861991bfe91ac97c189deac,run_official_test_sweep.py
test_reconstruction_only_c4_no_selection_r2plus1d_seed42_AWGN_c4_snr19,test,reconstruction_only_c4,no_selection,r2plus1d,42,AWGN,4,19.0,out_official_test_sweep_locked/baselines/native_c4_no_selection_test_AWGN_c4_snr19_channel_seed1042/summary.json,out_video_clean/VideoJSCC_AWGN_c4_snr19_ratio0.0833_seed42/checkpoints/best.pt,f8cbd5aa26c81c74b3e67df32c6dfba814088f49139be049d3f0ab4e30093f74,downstream/action_recognition/weights/r2plus1d_ucf101_layer4_locked_split_best.pt,5d626c4c7d7e7875151d2a947e7005ab29d30ab0b861991bfe91ac97c189deac,run_official_test_sweep.py
test_reconstruction_only_c4_no_selection_r2plus1d_seed42_Rayleigh_c4_snr1,test,reconstruction_only_c4,no_selection,r2plus1d,42,Rayleigh,4,1.0,out_official_test_sweep_locked/baselines/native_c4_no_selection_test_Rayleigh_c4_snr1_channel_seed1042/summary.json,out_video_clean_rayleigh_c4/VideoJSCC_Rayleigh_c4_snr1_ratio0.0833_seed42/checkpoints/best.pt,bf04485b0de3143bd168da15fa4585be80db60c5c00578bf36457e027256ee4d,downstream/action_recognition/weights/r2plus1d_ucf101_layer4_locked_split_best.pt,5d626c4c7d7e7875151d2a947e7005ab29d30ab0b861991bfe91ac97c189deac,run_official_test_sweep.py
test_reconstruction_only_c4_no_selection_r2plus1d_seed42_Rayleigh_c4_snr4,test,reconstruction_only_c4,no_selection,r2plus1d,42,Rayleigh,4,4.0,out_official_test_sweep_locked/baselines/native_c4_no_selection_test_Rayleigh_c4_snr4_channel_seed1042/summary.json,out_video_clean_rayleigh_c4/VideoJSCC_Rayleigh_c4_snr4_ratio0.0833_seed42/checkpoints/best.pt,450f16a84ee5b39c82a4285f68370b4ee0c080b79bbbcaeb9db7ac3ddc2fdf8e,downstream/action_recognition/weights/r2plus1d_ucf101_layer4_locked_split_best.pt,5d626c4c7d7e7875151d2a947e7005ab29d30ab0b861991bfe91ac97c189deac,run_official_test_sweep.py
test_reconstruction_only_c4_no_selection_r2plus1d_seed42_Rayleigh_c4_snr7,test,reconstruction_only_c4,no_selection,r2plus1d,42,Rayleigh,4,7.0,out_official_test_sweep_locked/baselines/native_c4_no_selection_test_Rayleigh_c4_snr7_channel_seed1042/summary.json,out_video_clean_rayleigh_c4/VideoJSCC_Rayleigh_c4_snr7_ratio0.0833_seed42/checkpoints/best.pt,7ab5460a64d36a543e3da893ca611c65ddb09404a43afa7a943d04b5ef835ab9,downstream/action_recognition/weights/r2plus1d_ucf101_layer4_locked_split_best.pt,5d626c4c7d7e7875151d2a947e7005ab29d30ab0b861991bfe91ac97c189deac,run_official_test_sweep.py
test_reconstruction_only_c4_no_selection_r2plus1d_seed42_Rayleigh_c4_snr13,test,reconstruction_only_c4,no_selection,r2plus1d,42,Rayleigh,4,13.0,out_official_test_sweep_locked/baselines/native_c4_no_selection_test_Rayleigh_c4_snr13_channel_seed1042/summary.json,out_video_clean_rayleigh_c4/VideoJSCC_Rayleigh_c4_snr13_ratio0.0833_seed42/checkpoints/best.pt,8d5de68d5a3c5cd5ba7e88c1d555843bd3e3e880b0fc8ccee77d1be22fd28cb8,downstream/action_recognition/weights/r2plus1d_ucf101_layer4_locked_split_best.pt,5d626c4c7d7e7875151d2a947e7005ab29d30ab0b861991bfe91ac97c189deac,run_official_test_sweep.py
test_reconstruction_only_c4_no_selection_r2plus1d_seed42_Rayleigh_c4_snr19,test,reconstruction_only_c4,no_selection,r2plus1d,42,Rayleigh,4,19.0,out_official_test_sweep_locked/baselines/native_c4_no_selection_test_Rayleigh_c4_snr19_channel_seed1042/summary.json,out_video_clean_rayleigh_c4/VideoJSCC_Rayleigh_c4_snr19_ratio0.0833_seed42/checkpoints/best.pt,3afdef4b0a209f3f41507baa5a815000cdc5f56450e75a198d5deaa687af0627,downstream/action_recognition/weights/r2plus1d_ucf101_layer4_locked_split_best.pt,5d626c4c7d7e7875151d2a947e7005ab29d30ab0b861991bfe91ac97c189deac,run_official_test_sweep.py
test_reconstruction_only_c4_no_selection_tsn_seed42_AWGN_c4_snr1,test,reconstruction_only_c4,no_selection,tsn,42,AWGN,4,1.0,out_official_test_sweep_locked/baselines/native_c4_no_selection_test_AWGN_c4_snr1_channel_seed1042/summary.json,out_video_clean/VideoJSCC_AWGN_c4_snr1_ratio0.0833_seed42/checkpoints/best.pt,98f8167a718abcfe73b3b6d2a9bedbb8ceee5674d1cd8b7a7c54f6a4d62ab544,downstream/action_recognition/weights/tsn_ucf101_head_locked_split_best.pt,7abeaacbb81a832bed1b7854ba93d3372d8060ed2e19811e2ce3fe1cc4d6e4c6,run_official_test_sweep.py
test_reconstruction_only_c4_no_selection_tsn_seed42_AWGN_c4_snr4,test,reconstruction_only_c4,no_selection,tsn,42,AWGN,4,4.0,out_official_test_sweep_locked/baselines/native_c4_no_selection_test_AWGN_c4_snr4_channel_seed1042/summary.json,out_video_clean/VideoJSCC_AWGN_c4_snr4_ratio0.0833_seed42/checkpoints/best.pt,c9bb75f67b70332b9bf4af50ca2c308af0c09fb38fa3c291375ad50ea94bc4d5,downstream/action_recognition/weights/tsn_ucf101_head_locked_split_best.pt,7abeaacbb81a832bed1b7854ba93d3372d8060ed2e19811e2ce3fe1cc4d6e4c6,run_official_test_sweep.py
test_reconstruction_only_c4_no_selection_tsn_seed42_AWGN_c4_snr7,test,reconstruction_only_c4,no_selection,tsn,42,AWGN,4,7.0,out_official_test_sweep_locked/baselines/native_c4_no_selection_test_AWGN_c4_snr7_channel_seed1042/summary.json,out_video_clean/VideoJSCC_AWGN_c4_snr7_ratio0.0833_seed42/checkpoints/best.pt,044578ee19a24a93a24cc37d124c6ac3122dd8eadc31218b9f6542651f4266a0,downstream/action_recognition/weights/tsn_ucf101_head_locked_split_best.pt,7abeaacbb81a832bed1b7854ba93d3372d8060ed2e19811e2ce3fe1cc4d6e4c6,run_official_test_sweep.py
test_reconstruction_only_c4_no_selection_tsn_seed42_AWGN_c4_snr13,test,reconstruction_only_c4,no_selection,tsn,42,AWGN,4,13.0,out_official_test_sweep_locked/baselines/native_c4_no_selection_test_AWGN_c4_snr13_channel_seed1042/summary.json,out_video_clean/VideoJSCC_AWGN_c4_snr13_ratio0.0833_seed42/checkpoints/best.pt,c18be12882f40b9c262c6c3324cca00dabf550a42cb1c18ddc92973177b09f50,downstream/action_recognition/weights/tsn_ucf101_head_locked_split_best.pt,7abeaacbb81a832bed1b7854ba93d3372d8060ed2e19811e2ce3fe1cc4d6e4c6,run_official_test_sweep.py
test_reconstruction_only_c4_no_selection_tsn_seed42_AWGN_c4_snr19,test,reconstruction_only_c4,no_selection,tsn,42,AWGN,4,19.0,out_official_test_sweep_locked/baselines/native_c4_no_selection_test_AWGN_c4_snr19_channel_seed1042/summary.json,out_video_clean/VideoJSCC_AWGN_c4_snr19_ratio0.0833_seed42/checkpoints/best.pt,f8cbd5aa26c81c74b3e67df32c6dfba814088f49139be049d3f0ab4e30093f74,downstream/action_recognition/weights/tsn_ucf101_head_locked_split_best.pt,7abeaacbb81a832bed1b7854ba93d3372d8060ed2e19811e2ce3fe1cc4d6e4c6,run_official_test_sweep.py
test_reconstruction_only_c4_no_selection_tsn_seed42_Rayleigh_c4_snr1,test,reconstruction_only_c4,no_selection,tsn,42,Rayleigh,4,1.0,out_official_test_sweep_locked/baselines/native_c4_no_selection_test_Rayleigh_c4_snr1_channel_seed1042/summary.json,out_video_clean_rayleigh_c4/VideoJSCC_Rayleigh_c4_snr1_ratio0.0833_seed42/checkpoints/best.pt,bf04485b0de3143bd168da15fa4585be80db60c5c00578bf36457e027256ee4d,downstream/action_recognition/weights/tsn_ucf101_head_locked_split_best.pt,7abeaacbb81a832bed1b7854ba93d3372d8060ed2e19811e2ce3fe1cc4d6e4c6,run_official_test_sweep.py
test_reconstruction_only_c4_no_selection_tsn_seed42_Rayleigh_c4_snr4,test,reconstruction_only_c4,no_selection,tsn,42,Rayleigh,4,4.0,out_official_test_sweep_locked/baselines/native_c4_no_selection_test_Rayleigh_c4_snr4_channel_seed1042/summary.json,out_video_clean_rayleigh_c4/VideoJSCC_Rayleigh_c4_snr4_ratio0.0833_seed42/checkpoints/best.pt,450f16a84ee5b39c82a4285f68370b4ee0c080b79bbbcaeb9db7ac3ddc2fdf8e,downstream/action_recognition/weights/tsn_ucf101_head_locked_split_best.pt,7abeaacbb81a832bed1b7854ba93d3372d8060ed2e19811e2ce3fe1cc4d6e4c6,run_official_test_sweep.py
test_reconstruction_only_c4_no_selection_tsn_seed42_Rayleigh_c4_snr7,test,reconstruction_only_c4,no_selection,tsn,42,Rayleigh,4,7.0,out_official_test_sweep_locked/baselines/native_c4_no_selection_test_Rayleigh_c4_snr7_channel_seed1042/summary.json,out_video_clean_rayleigh_c4/VideoJSCC_Rayleigh_c4_snr7_ratio0.0833_seed42/checkpoints/best.pt,7ab5460a64d36a543e3da893ca611c65ddb09404a43afa7a943d04b5ef835ab9,downstream/action_recognition/weights/tsn_ucf101_head_locked_split_best.pt,7abeaacbb81a832bed1b7854ba93d3372d8060ed2e19811e2ce3fe1cc4d6e4c6,run_official_test_sweep.py
test_reconstruction_only_c4_no_selection_tsn_seed42_Rayleigh_c4_snr13,test,reconstruction_only_c4,no_selection,tsn,42,Rayleigh,4,13.0,out_official_test_sweep_locked/baselines/native_c4_no_selection_test_Rayleigh_c4_snr13_channel_seed1042/summary.json,out_video_clean_rayleigh_c4/VideoJSCC_Rayleigh_c4_snr13_ratio0.0833_seed42/checkpoints/best.pt,8d5de68d5a3c5cd5ba7e88c1d555843bd3e3e880b0fc8ccee77d1be22fd28cb8,downstream/action_recognition/weights/tsn_ucf101_head_locked_split_best.pt,7abeaacbb81a832bed1b7854ba93d3372d8060ed2e19811e2ce3fe1cc4d6e4c6,run_official_test_sweep.py
